0.0000000000000000e+00 	 1.0000000000000000e+00 
1.0000000000000000e-02 	 9.9998333341666645e-01 
2.0000000000000000e-02 	 9.9993333466665402e-01 
2.9999999999999999e-02 	 9.9985000674985536e-01 
4.0000000000000001e-02 	 9.9973335466585400e-01 
5.0000000000000003e-02 	 9.9958338541356662e-01 
5.9999999999999998e-02 	 9.9940010799074330e-01 
7.0000000000000007e-02 	 9.9918353339332522e-01 
8.0000000000000002e-02 	 9.9893367461465854e-01 
8.9999999999999997e-02 	 9.9865054664456721e-01 
1.0000000000000001e-01 	 9.9833416646828155e-01 
1.1000000000000000e-01 	 9.9798455306522549e-01 
1.2000000000000000e-01 	 9.9760172740766129e-01 
1.3000000000000000e-01 	 9.9718571245919119e-01 
1.4000000000000001e-01 	 9.9673653317311772e-01 
1.4999999999999999e-01 	 9.9625421649066148e-01 
1.6000000000000000e-01 	 9.9573879133903731e-01 
1.7000000000000001e-01 	 9.9519028862938830e-01 
1.7999999999999999e-01 	 9.9460874125457877e-01 
1.9000000000000000e-01 	 9.9399418408684515e-01 
2.0000000000000001e-01 	 9.9334665397530608e-01 
2.0999999999999999e-01 	 9.9266618974333132e-01 
2.2000000000000000e-01 	 9.9195283218576968e-01 
2.3000000000000001e-01 	 9.9120662406603655e-01 
2.3999999999999999e-01 	 9.9042761011306080e-01 
2.5000000000000000e-01 	 9.8961583701809175e-01 
2.6000000000000001e-01 	 9.8877135343136580e-01 
2.7000000000000002e-01 	 9.8789420995863386e-01 
2.8000000000000003e-01 	 9.8698445915754907e-01 
2.8999999999999998e-01 	 9.8604215553391561e-01 
2.9999999999999999e-01 	 9.8506735553779856e-01 
3.1000000000000000e-01 	 9.8406011755949518e-01 
3.2000000000000001e-01 	 9.8302050192536805e-01 
3.3000000000000002e-01 	 9.8194857089354048e-01 
3.4000000000000002e-01 	 9.8084438864945411e-01 
3.5000000000000003e-01 	 9.7970802130128953e-01 
3.5999999999999999e-01 	 9.7853953687524997e-01 
3.7000000000000000e-01 	 9.7733900531070805e-01 
3.8000000000000000e-01 	 9.7610649845521757e-01 
3.9000000000000001e-01 	 9.7484209005938827e-01 
4.0000000000000002e-01 	 9.7354585577162622e-01 
4.1000000000000003e-01 	 9.7221787313273877e-01 
4.1999999999999998e-01 	 9.7085822157040524e-01 
4.2999999999999999e-01 	 9.6946698239351337e-01 
4.4000000000000000e-01 	 9.6804423878636270e-01 
4.5000000000000001e-01 	 9.6659007580273382e-01 
4.6000000000000002e-01 	 9.6510458035982560e-01 
4.7000000000000003e-01 	 9.6358784123206020e-01 
4.7999999999999998e-01 	 9.6203994904475609e-01 
4.8999999999999999e-01 	 9.6046099626766945e-01 
5.0000000000000000e-01 	 9.5885107720840601e-01 
5.1000000000000001e-01 	 9.5721028800570096e-01 
5.2000000000000002e-01 	 9.5553872662257067e-01 
5.3000000000000003e-01 	 9.5383649283933380e-01 
5.4000000000000004e-01 	 9.5210368824650582e-01 
5.5000000000000004e-01 	 9.5034041623756216e-01 
5.6000000000000005e-01 	 9.4854678200157738e-01 
5.7000000000000006e-01 	 9.4672289251573549e-01 
5.7999999999999996e-01 	 9.4486885653771313e-01 
5.8999999999999997e-01 	 9.4298478459793866e-01 
5.9999999999999998e-01 	 9.4107078899172569e-01 
6.0999999999999999e-01 	 9.3912698377128079e-01 
6.2000000000000000e-01 	 9.3715348473758886e-01 
6.3000000000000000e-01 	 9.3515040943217376e-01 
6.4000000000000001e-01 	 9.3311787712873762e-01 
6.5000000000000002e-01 	 9.3105600882467621e-01 
6.6000000000000003e-01 	 9.2896492723247537e-01 
6.7000000000000004e-01 	 9.2684475677098455e-01 
6.8000000000000005e-01 	 9.2469562355657142e-01 
6.9000000000000006e-01 	 9.2251765539415642e-01 
7.0000000000000007e-01 	 9.2031098176813009e-01 
7.0999999999999996e-01 	 9.1807573383315022e-01 
7.1999999999999997e-01 	 9.1581204440482378e-01 
7.2999999999999998e-01 	 9.1352004795027109e-01 
7.3999999999999999e-01 	 9.1119988057857437e-01 
7.5000000000000000e-01 	 9.0885168003111216e-01 
7.6000000000000001e-01 	 9.0647558567177799e-01 
7.7000000000000002e-01 	 9.0407173847708666e-01 
7.8000000000000003e-01 	 9.0164028102616678e-01 
7.9000000000000004e-01 	 8.9918135749064276e-01 
8.0000000000000004e-01 	 8.9669511362440346e-01 
8.1000000000000005e-01 	 8.9418169675326231e-01 
8.2000000000000006e-01 	 8.9164125576450715e-01 
8.3000000000000007e-01 	 8.8907394109634064e-01 
8.3999999999999997e-01 	 8.8647990472721350e-01 
8.4999999999999998e-01 	 8.8385930016505032e-01 
8.5999999999999999e-01 	 8.8121228243636862e-01 
8.7000000000000000e-01 	 8.7853900807529317e-01 
8.8000000000000000e-01 	 8.7583963511246510e-01 
8.9000000000000001e-01 	 8.7311432306384695e-01 
9.0000000000000002e-01 	 8.7036323291942597e-01 
9.1000000000000003e-01 	 8.6758652713181372e-01 
9.2000000000000004e-01 	 8.6478436960474570e-01 
9.3000000000000005e-01 	 8.6195692568148086e-01 
9.4000000000000006e-01 	 8.5910436213310026e-01 
